mean_x,std_x,max_x,min_x,fft_peak_x,gesture
0.06053635042529419,0.25887297049973085,0.29028875588116404,-0.3772818449235795,1.2011036264001458,bellingham
0.09793790480183112,0.30907354235249473,0.5027547286419958,-0.3772818449235795,1.2649035487339444,bellingham
0.2972033289591792,0.1413052783959173,0.5027547286419958,0.06776522227958284,2.377626631673434,bellingham
0.3171613012525414,0.09935804796113706,0.4474381440178739,0.188455952368576,2.537290410020331,bellingham
0.3804925046716355,0.07418136001021416,0.47132485101465377,0.219885829995918,3.0439400373730834,bellingham
0.5407848805710795,0.14634736934693615,0.7466505790301695,0.36194887687150373,4.326279044568636,bellingham
0.39102151367679505,0.3104806061674831,0.7466505790301695,0.006162662129992571,3.1281721094143604,bellingham
0.06776522227958284,0.42166802539401993,0.5102978992725579,-0.8914746429068942,1.4082829989367498,bellingham
0.067136624727036,0.42328899588825364,0.5102978992725579,-0.8914746429068942,1.3928727143181798,bellingham
0.18091278173801395,0.12532376918822585,0.3267474139288807,-0.08435538543675232,1.4473022539041116,bellingham
