1713841278.893329,-708,-200,16880
1713841278.9960048,-1424,-328,18384
1713841279.0986485,-1340,-248,17696
1713841279.201303,-1572,-368,17856
1713841279.303925,4716,2460,11836
1713841279.4065466,-9512,792,528
1713841279.5092216,2020,-4500,16360
1713841279.6119092,-3428,3920,17592
1713841279.7145936,-3416,4496,17404
1713841279.8175921,-3504,5088,16784
1713841279.9202678,-1372,3988,16964
1713841339.1674652,-988,-32,17720
1713841339.2701163,-1092,-448,17948
1713841339.372746,-676,-100,17720
1713841339.4753826,-340,-64,17872
1713841339.578012,-2480,1184,20260
1713841339.6806288,-14508,-6564,32767
1713841339.78326,5804,912,7788
1713841339.8859313,-356,-220,20120
1713841339.9885836,-3720,4580,17424
1713841340.0912418,-3980,4600,19688
1713841340.1938868,-3672,3836,16236
1713841340.2965388,-3568,4164,16092
1713841340.3991988,-2780,3492,18408
1713841340.5018766,-2272,2156,16804
