1713840811.3157086,-700,-324,17752
1713840811.4183326,-928,-48,17740
1713840811.5209746,-800,-244,17664
1713840811.6235726,-992,56,17768
1713840811.7261612,-812,-28,17732
1713840811.8287916,-1388,-964,17172
1713840811.931421,-2952,-2180,16928
1713840812.034019,-5316,76,20176
1713840812.1366048,-2384,1812,16104
1713840812.2391913,-3280,2900,16336
1713840812.3417754,-2844,1624,18768
1713840812.4443784,-1688,1996,18116
1713840812.54698,-2248,1588,17580
1713840812.6495686,-2856,532,17524
1713840812.7521522,-576,-572,16552
1713840812.854784,128,-2012,17004
1713840812.9574172,-628,-860,17292
1713840813.060008,1068,-2800,17484
1713840813.1626277,552,-2128,18232
1713840813.2652192,536,-1892,17176
1713840813.3678052,644,-2208,17936
1713840813.4704192,436,-1788,18080
1713840813.573008,16,-1096,17244
1713840813.6756027,536,-1580,16480
1713840813.778187,420,-1536,16048
1713840813.8808203,-100,-2184,16112
1713840813.983459,-504,724,13540
1713840814.08607,-2952,-136,19536
1713840814.1886613,-3884,716,18832
1713840814.2912455,-548,-24,8544
1713840814.3938265,-1368,-544,15968
1713840814.4964597,-1472,140,16980
1713840814.5990982,-876,-192,17656
1713840814.7016933,-884,140,17896
1713840814.8042798,-868,-128,17724
1713840814.9069216,-840,24,17688
1713840815.0096018,-772,116,17660
